Race,County,District,Candidate Name,Party,Percent of Votes,Count of Votes,# Precincts Counted,Total # of Precincts,Winner Flag
ATTORNEY GENERAL,ORLEANS,ORLEANS-CALEDONIA,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,ORLEANS,ORLEANS-CALEDONIA,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,ORLEANS,ORLEANS-CALEDONIA,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,ORLEANS,ORLEANS-LAMOILLE,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,ORLEANS,ORLEANS-LAMOILLE,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,ORLEANS,ORLEANS-LAMOILLE,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,ADDISON-RUTLAND,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,ADDISON-RUTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,ADDISON-RUTLAND,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,BENNINGTON-RUTLAND,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,BENNINGTON-RUTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,BENNINGTON-RUTLAND,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 3,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 3,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 3,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 4,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 4,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 4,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-3,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-3,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-3,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-4,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-4,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 5-4,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 6,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 6,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND 6,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-BENNINGTON,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-BENNINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-BENNINGTON,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-WINDSOR 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-WINDSOR 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-WINDSOR 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-WINDSOR 2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-WINDSOR 2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,RUTLAND-WINDSOR 2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,WINDSOR-RUTLAND,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,WINDSOR-RUTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,RUTLAND,WINDSOR-RUTLAND,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,CALEDONIA-WASHINGTON,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,CALEDONIA-WASHINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,CALEDONIA-WASHINGTON,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,LAMOILLE-WASHINGTON,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,LAMOILLE-WASHINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,LAMOILLE-WASHINGTON,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,ORANGE-WASHINGTON-ADDISON,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,ORANGE-WASHINGTON-ADDISON,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,ORANGE-WASHINGTON-ADDISON,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 3,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 3,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 3,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 4,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 4,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 4,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 5,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 5,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 5,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 6,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 6,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 6,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 7,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 7,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON 7,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON-CHITTENDEN,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON-CHITTENDEN,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WASHINGTON,WASHINGTON-CHITTENDEN,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-3,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-3,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 2-3,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 3,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 3,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 3,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 4,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 4,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 4,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 5,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 5,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 5,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 6,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 6,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM 6,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM-BENNINGTON,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM-BENNINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM-BENNINGTON,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM-BENNINGTON-WINDSOR,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM-BENNINGTON-WINDSOR,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDHAM,WINDHAM-BENNINGTON-WINDSOR,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,RUTLAND-WINDSOR 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,RUTLAND-WINDSOR 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,RUTLAND-WINDSOR 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,RUTLAND-WINDSOR 2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,RUTLAND-WINDSOR 2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,RUTLAND-WINDSOR 2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDHAM-BENNINGTON-WINDSOR,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDHAM-BENNINGTON-WINDSOR,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDHAM-BENNINGTON-WINDSOR,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 3-1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 3-1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 3-1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 3-2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 3-2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 3-2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 4-1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 4-1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 4-1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 4-2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 4-2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 4-2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 5,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 5,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR 5,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-ORANGE 1,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-ORANGE 1,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-ORANGE 1,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-ORANGE 2,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-ORANGE 2,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-ORANGE 2,H. BROOKE PAIGE,GOP,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-RUTLAND,T.J. DONOVAN,Dem,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-RUTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
ATTORNEY GENERAL,WINDSOR,WINDSOR-RUTLAND,H. BROOKE PAIGE,GOP,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 2,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 3,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 3,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 4,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 4,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 5,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON 5,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON-RUTLAND,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ADDISON-RUTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ORANGE-WASHINGTON-ADDISON,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,ADDISON,ORANGE-WASHINGTON-ADDISON,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 2-1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 2-1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 2-2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 2-2,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 3,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 3,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 4,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON 4,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON-RUTLAND,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,BENNINGTON-RUTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,RUTLAND-BENNINGTON,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,RUTLAND-BENNINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,WINDHAM-BENNINGTON,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,WINDHAM-BENNINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,WINDHAM-BENNINGTON-WINDSOR,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,BENNINGTON,WINDHAM-BENNINGTON-WINDSOR,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-2,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-3,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-3,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-4,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-4,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-WASHINGTON,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,CALEDONIA-WASHINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ESSEX-CALEDONIA,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ESSEX-CALEDONIA,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ESSEX-CALEDONIA-ORLEANS,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ESSEX-CALEDONIA-ORLEANS,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ORANGE-CALEDONIA,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ORANGE-CALEDONIA,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ORLEANS-CALEDONIA,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CALEDONIA,ORLEANS-CALEDONIA,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 10,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 10,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 4-1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 4-1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 4-2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 4-2,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 5-1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 5-1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 5-2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 5-2,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-2,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-3,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-3,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-4,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-4,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-5,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-5,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-6,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-6,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-7,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 6-7,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 7-1,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 7-1,CRIS ERICSON,Prog,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 7-2,DOUG HOFFER,Dem,0%,0,0,275,false
AUDITOR OF ACCOUNTS,CHITTENDEN,CHITTENDEN 7-2,CRIS ERICSON,Prog,0%,0,0,275,false
